unique_id,product_id,machine_type,brand,location,product_type,air_temperature_K,process_temperature_K,temperature_C,rotational_speed_rpm,vibration_mm_s,pressure_bar,voltage_V,current_A,torque_Nm,tool_wear_min,machine_failure,failure_type,tool_wear_failure,heat_dissipation_failure,power_failure,overstain_failure,random_failures,timestamp,operating_hours,downtime_hours,maintenance_type,maintenance_cost,production_units,defect_rate
5921,L53100,Lathe,ABB,Factory_B,Low,300.5,310.2,27.35,1764,2.41548756,6.407267572,219.2628714,5.106332144,25.9,27,0,None,0,0,0,0,0,2025-09-04 16:00:00,1016,0,Preventive,107,262,0.029585152
5922,L53101,Press,GE,Factory_A,Low,300.5,310.3,27.35,1336,5.287711147,7.773222814,214.1297988,11.6549459,57.1,29,0,None,0,0,0,0,0,2025-09-04 17:00:00,307,0,Preventive,292,393,0.532930926
5923,L53102,Press,ABB,Factory_A,Low,300.5,310.3,27.35,1435,4.017632995,7.355422023,222.1985781,8.647879764,43.3,31,0,None,0,0,0,0,0,2025-09-04 18:00:00,666,0,Preventive,148,437,0.352809396
5924,M20783,Press,GE,Factory_B,Medium,300.4,310.3,27.25,1537,3.519219164,6.740105246,226.6874401,7.432893673,35,33,0,None,0,0,0,0,0,2025-09-04 19:00:00,933,0,Preventive,70,379,2.966638425
5925,L53104,Lathe,ABB,Factory_A,Low,300.3,310.2,27.15,1369,5.188959508,7.267232995,213.125537,10.11609035,48.8,36,0,None,0,0,0,0,0,2025-09-04 20:00:00,1088,0,Preventive,209,496,2.315063041
5926,M20785,Conveyor,Bosch,Factory_B,Medium,300.2,310.1,27.05,1619,3.754050914,6.564582079,219.7547829,6.494585094,31.3,38,0,None,0,0,0,0,0,2025-09-04 21:00:00,1157,0,Preventive,123,480,2.03772064
5927,L53106,Press,ABB,Factory_A,Low,300.2,310.1,27.05,1440,4.100521261,7.41055872,217.5720452,10.7137241,51.1,41,0,None,0,0,0,0,0,2025-09-04 22:00:00,1114,0,Preventive,181,481,1.623229942
5928,L53107,CNC,Siemens,Factory_C,Low,300.2,310.1,27.05,1649,3.555773615,6.5525067,213.6008296,5.583376914,30.5,43,0,None,0,0,0,0,0,2025-09-04 23:00:00,770,0,Preventive,179,324,0.580012059
5929,M20788,Lathe,ABB,Factory_A,Medium,300.2,310.1,27.05,1550,4.220484334,6.920162182,219.2704427,7.916811305,38.7,45,0,None,0,0,0,0,0,2025-09-05 00:00:00,860,0,Preventive,137,386,2.890830319
5930,L53109,CNC,ABB,Factory_A,Low,300.3,310.2,27.15,1471,4.871690445,6.922816306,221.2830208,9.046920156,45.2,48,0,None,0,0,0,0,0,2025-09-05 01:00:00,746,0,Preventive,90,299,1.074600758
5931,L53110,Press,ABB,Factory_A,Low,300.3,310.3,27.15,1483,4.971486816,7.454804486,218.6939962,10.2590718,51.6,50,0,None,0,0,0,0,0,2025-09-05 02:00:00,646,0,Preventive,88,241,1.158584598
5932,L53111,Lathe,Siemens,Factory_A,Low,300.3,310.4,27.15,1336,5.359997192,7.777438792,219.9293813,10.51564079,54.4,52,0,None,0,0,0,0,0,2025-09-05 03:00:00,795,0,Preventive,130,485,1.956576052
5933,L53112,Lathe,Siemens,Factory_B,Low,300.5,310.5,27.35,1515,3.194004526,7.08525528,213.6807546,6.910291189,36.6,54,0,None,0,0,0,0,0,2025-09-05 04:00:00,1305,0,Preventive,223,343,2.46625321
5934,L53113,CNC,Bosch,Factory_C,Low,300.5,310.5,27.35,1373,5.148580966,7.441189073,222.4601116,9.52410987,47.4,56,0,None,0,0,0,0,0,2025-09-05 05:00:00,869,0,Preventive,280,247,2.646861005
5935,H35348,Press,ABB,Factory_B,High,300.6,310.5,27.45,1454,4.787353591,7.536888484,222.6225758,9.67888932,51.2,58,0,None,0,0,0,0,0,2025-09-05 06:00:00,936,0,Preventive,216,365,1.706601257
5936,L53115,CNC,Siemens,Factory_C,Low,300.5,310.5,27.35,1646,3.69623277,6.850310779,217.5176037,6.633696471,34.5,63,0,None,0,0,0,0,0,2025-09-05 07:00:00,1401,0,Preventive,263,278,0.410588589
5937,M20796,CNC,GE,Factory_A,Medium,300.5,310.4,27.35,1548,3.92591303,6.884354359,217.8635274,7.677663202,37.3,65,0,None,0,0,0,0,0,2025-09-05 08:00:00,1332,0,Preventive,279,302,0.055119299
5938,M20797,Press,GE,Factory_A,Medium,300.6,310.5,27.45,1462,4.355300308,7.106976057,221.5719365,8.630154602,41.3,68,0,None,0,0,0,0,0,2025-09-05 09:00:00,1299,0,Preventive,149,434,1.011207434
5939,L53118,Lathe,Bosch,Factory_C,Low,300.5,310.4,27.35,1702,3.054269144,6.485516303,213.7844992,6.20209639,33.1,71,0,None,0,0,0,0,0,2025-09-05 10:00:00,1190,0,Preventive,161,436,2.278193949
5940,L53119,Press,GE,Factory_C,Low,300.5,310.5,27.35,1409,6.363600695,8.025684499,217.0230991,11.811604,60.9,73,0,None,0,0,0,0,0,2025-09-05 11:00:00,1336,0,Preventive,297,365,0.654912191
5941,M20800,Lathe,ABB,Factory_C,Medium,300.6,310.6,27.45,1427,5.247034668,7.722860858,222.8964092,10.24931993,52.8,75,0,None,0,0,0,0,0,2025-09-05 12:00:00,1037,0,Preventive,167,287,2.035235347
5942,L53121,Press,Siemens,Factory_B,Low,300.6,310.7,27.45,1438,4.566339326,7.421294613,217.0062101,9.36402865,48.5,78,1,Unknown,0,0,0,0,0,2025-09-05 13:00:00,1420,5,Corrective,794,61,5.612811024
5943,L53122,Conveyor,Bosch,Factory_A,Low,300.7,310.7,27.55,1450,4.505776573,7.335278118,214.6665125,9.022415541,43.4,80,0,None,0,0,0,0,0,2025-09-05 14:00:00,1018,0,Preventive,212,317,2.669959402
5944,L53123,Lathe,GE,Factory_A,Low,300.7,310.7,27.55,1541,4.454652916,7.373995911,225.188039,8.214657981,41.3,82,0,None,0,0,0,0,0,2025-09-05 15:00:00,1107,0,Preventive,111,325,2.059240479
5945,M20804,CNC,Siemens,Factory_A,Medium,300.7,310.6,27.55,1484,3.596305985,7.395681077,215.8302419,7.50642686,38,84,0,None,0,0,0,0,0,2025-09-05 16:00:00,1452,0,Preventive,244,339,2.641356788
5946,M20805,Lathe,Bosch,Factory_C,Medium,300.8,310.8,27.65,1415,4.433361481,7.415047289,217.2759398,8.806678972,44.5,87,0,None,0,0,0,0,0,2025-09-05 17:00:00,1404,0,Preventive,289,403,2.953318763
5947,L53126,CNC,Bosch,Factory_A,Low,300.7,310.8,27.55,1496,4.723941739,7.13514437,222.2339421,9.139542105,46.4,90,0,None,0,0,0,0,0,2025-09-05 18:00:00,1347,0,Preventive,57,288,0.881955665
5948,M20807,Conveyor,Siemens,Factory_C,Medium,300.7,310.8,27.55,1465,4.31153686,7.385705123,231.2461697,8.893556731,45.2,92,0,None,0,0,0,0,0,2025-09-05 19:00:00,1539,0,Preventive,174,419,0.844769378
5949,L53128,Press,GE,Factory_A,Low,300.7,310.8,27.55,2113,1.48672934,5.998027782,222.0141198,4.010854036,18.5,95,0,None,0,0,0,0,0,2025-09-05 20:00:00,1505,0,Preventive,124,309,1.70125979
5950,M20809,Lathe,GE,Factory_A,Medium,300.7,310.8,27.55,1506,4.75789596,7.14079436,220.4604151,8.613321853,44,97,0,None,0,0,0,0,0,2025-09-05 21:00:00,996,0,Preventive,262,449,1.572582806
5951,L53130,Press,ABB,Factory_C,Low,300.7,310.8,27.55,1689,2.34805311,6.545618023,220.0352417,5.46425072,28.9,100,0,None,0,0,0,0,0,2025-09-05 22:00:00,1441,0,Preventive,180,417,0.826535048
5952,L53131,CNC,Bosch,Factory_B,Low,300.7,310.9,27.55,1650,2.788898278,6.598184073,216.3477756,5.794468062,29.4,102,0,None,0,0,0,0,0,2025-09-05 23:00:00,1748,0,Preventive,214,497,2.920530177
5953,L53132,CNC,ABB,Factory_C,Low,300.7,310.8,27.55,1563,3.237633005,6.427699476,220.6890027,7.071144738,33.8,104,0,None,0,0,0,0,0,2025-09-06 00:00:00,1083,0,Preventive,262,218,2.684623468
5954,M20813,CNC,Siemens,Factory_C,Medium,300.7,310.9,27.55,1486,4.325764005,7.245553049,220.0456108,7.184926417,38.9,106,0,None,0,0,0,0,0,2025-09-06 01:00:00,1166,0,Preventive,125,490,2.294797128
5955,L53134,Conveyor,Bosch,Factory_A,Low,300.8,310.9,27.65,1732,2.277184419,6.18750657,219.1407834,4.957802489,25.7,109,0,None,0,0,0,0,0,2025-09-06 02:00:00,1258,0,Preventive,61,418,0.384493172
5956,L53135,Press,Bosch,Factory_C,Low,300.7,310.8,27.55,1653,2.701965382,6.342261575,219.7331897,6.194179965,31.6,111,0,None,0,0,0,0,0,2025-09-06 03:00:00,1419,0,Preventive,264,329,0.813610715
5957,L53136,Lathe,Siemens,Factory_A,Low,300.7,310.9,27.55,1535,3.60681756,7.009062099,223.5598249,7.431581631,37.1,113,0,None,0,0,0,0,0,2025-09-06 04:00:00,1253,0,Preventive,295,276,2.800857183
5958,L53137,Lathe,Siemens,Factory_A,Low,300.7,310.9,27.55,1637,3.764815404,6.789188967,215.0418027,7.186722626,37.2,115,0,None,0,0,0,0,0,2025-09-06 05:00:00,1228,0,Preventive,122,488,1.884518015
5959,L53138,CNC,GE,Factory_B,Low,300.6,310.8,27.45,1533,3.79323143,6.867211969,212.6159953,8.40891256,38.5,117,0,None,0,0,0,0,0,2025-09-06 06:00:00,1967,0,Preventive,282,205,1.394588456
5960,L53139,Lathe,ABB,Factory_C,Low,300.6,310.8,27.45,1378,5.192491465,7.447102943,220.3853835,10.27461099,51.2,119,0,None,0,0,0,0,0,2025-09-06 07:00:00,1976,0,Preventive,256,281,1.902015567
5961,L53140,CNC,ABB,Factory_A,Low,300.5,310.7,27.35,1606,3.313075004,7.178579822,221.4411009,6.632310394,33.5,121,0,None,0,0,0,0,0,2025-09-06 08:00:00,1226,0,Preventive,140,309,0.012343263
5962,L53141,CNC,ABB,Factory_C,Low,300.3,310.7,27.15,1539,3.574168535,6.724426329,219.9272617,6.356254381,32.3,123,0,None,0,0,0,0,0,2025-09-06 09:00:00,1678,0,Preventive,232,332,1.433583749
5963,L53142,Conveyor,ABB,Factory_A,Low,300.5,310.8,27.35,1728,2.377025305,6.069008445,219.0574559,4.426400039,26.3,125,0,None,0,0,0,0,0,2025-09-06 10:00:00,1740,0,Preventive,82,346,2.064868306
5964,H35377,Conveyor,ABB,Factory_C,High,300.4,310.7,27.25,1656,3.565804269,7.123783677,219.8750553,7.141985101,36.3,127,0,None,0,0,0,0,0,2025-09-06 11:00:00,1792,0,Preventive,135,289,0.110856205
5965,H35378,CNC,Bosch,Factory_A,High,300.5,310.8,27.35,1631,3.437103251,6.923911587,217.5263654,5.937862071,30.5,132,0,None,0,0,0,0,0,2025-09-06 12:00:00,1636,0,Preventive,293,284,0.339408609
5966,H35379,Lathe,ABB,Factory_A,High,300.5,310.9,27.35,1447,4.519526982,7.328061939,221.75733,8.910645634,46.5,137,0,None,0,0,0,0,0,2025-09-06 13:00:00,1657,0,Preventive,118,225,0.099046614
5967,L53146,Conveyor,Bosch,Factory_C,Low,300.4,310.8,27.25,1396,4.586137266,7.815162564,223.9004169,9.383731214,49.3,142,0,None,0,0,0,0,0,2025-09-06 14:00:00,2163,0,Preventive,50,348,2.949920411
5968,L53147,Press,ABB,Factory_C,Low,300.4,310.8,27.25,1390,5.536092787,7.458599358,217.9126107,10.66699308,52.5,144,0,None,0,0,0,0,0,2025-09-06 15:00:00,1481,0,Preventive,264,231,0.152638873
5969,L53148,Conveyor,Bosch,Factory_A,Low,300.4,310.8,27.25,1348,5.98827181,7.542111949,215.0525994,11.48710825,56,146,0,None,0,0,0,0,0,2025-09-06 16:00:00,1642,0,Preventive,294,428,2.265644372
5970,M20829,Lathe,Siemens,Factory_C,Medium,300.4,310.8,27.25,1491,3.397432854,6.504292339,225.0873212,7.459782399,35.9,148,0,None,0,0,0,0,0,2025-09-06 17:00:00,1481,0,Preventive,145,386,1.740648007
5971,L53150,Press,GE,Factory_A,Low,300.4,310.8,27.25,1520,3.954535576,7.012884371,217.8659005,7.536387801,37.6,151,0,None,0,0,0,0,0,2025-09-06 18:00:00,1756,0,Preventive,295,401,0.726544739
5972,L53151,Conveyor,Bosch,Factory_A,Low,300.5,310.8,27.35,1509,3.349992077,6.581017911,223.2317085,6.332637984,33,153,0,None,0,0,0,0,0,2025-09-06 19:00:00,2006,0,Preventive,122,448,1.726448307
5973,L53152,Conveyor,Siemens,Factory_B,Low,300.5,310.8,27.35,1445,5.020110624,7.452985737,216.5041422,8.664261751,46.6,155,0,None,0,0,0,0,0,2025-09-06 20:00:00,1914,0,Preventive,126,331,2.214766198
5974,L53153,Conveyor,Bosch,Factory_C,Low,300.5,310.8,27.35,1354,5.44700027,7.410297354,215.3077967,10.6869182,51.8,157,0,None,0,0,0,0,0,2025-09-06 21:00:00,1849,0,Preventive,251,337,2.638747035
5975,L53154,Conveyor,ABB,Factory_B,Low,300.5,310.7,27.35,1488,4.640244025,6.811355592,218.9909976,7.812299981,39.4,159,0,None,0,0,0,0,0,2025-09-06 22:00:00,1758,0,Preventive,155,477,0.802030183
5976,H35389,Conveyor,Siemens,Factory_C,High,300.5,310.7,27.35,1654,3.01728164,6.916920886,218.971882,4.991899714,28.6,161,0,None,0,0,0,0,0,2025-09-06 23:00:00,2196,0,Preventive,191,471,0.118841953
5977,H35390,Lathe,Siemens,Factory_A,High,300.5,310.6,27.35,1378,4.610430944,7.687539625,217.3831296,10.02431874,51.5,166,0,None,0,0,0,0,0,2025-09-07 00:00:00,1815,0,Preventive,144,485,1.228809264
5978,L53157,Lathe,Siemens,Factory_C,Low,300.6,310.7,27.45,1750,3.147676211,6.784475522,217.1210018,6.945929752,30.6,171,0,None,0,0,0,0,0,2025-09-07 01:00:00,1879,0,Preventive,165,484,0.859242577
5979,L53158,Press,GE,Factory_C,Low,300.5,310.6,27.35,1448,4.907163955,7.627176416,218.6391171,9.718854868,46.3,173,0,None,0,0,0,0,0,2025-09-07 02:00:00,2240,0,Preventive,299,281,1.992057939
5980,H35393,Lathe,Siemens,Factory_A,High,300.6,310.7,27.45,1501,4.704267865,7.701300171,215.7269285,8.881888633,45.3,175,0,None,0,0,0,0,0,2025-09-07 03:00:00,2137,0,Preventive,72,384,1.013463363
5981,M20840,CNC,Siemens,Factory_C,Medium,300.6,310.7,27.45,1654,3.521856459,6.538942396,217.9402382,5.836255405,32,180,0,None,0,0,0,0,0,2025-09-07 04:00:00,2023,0,Preventive,224,495,1.164724934
5982,M20841,Lathe,GE,Factory_A,Medium,300.7,310.7,27.55,1347,4.944882174,7.211098547,218.6049743,9.273012433,46.5,183,0,None,0,0,0,0,0,2025-09-07 05:00:00,1847,0,Preventive,283,350,2.734216861
5983,L53162,Lathe,Siemens,Factory_C,Low,300.7,310.8,27.55,1486,3.624329226,6.683892004,220.1672943,7.534585148,37.1,186,0,None,0,0,0,0,0,2025-09-07 06:00:00,2123,0,Preventive,189,352,2.983510438
5984,H35397,Press,Bosch,Factory_C,High,300.8,310.8,27.65,1466,4.777093868,7.243975562,220.4231388,8.956362627,45.2,188,0,None,0,0,0,0,0,2025-09-07 07:00:00,2526,0,Preventive,106,436,0.324428336
5985,H35398,Press,ABB,Factory_A,High,300.7,310.8,27.55,1346,5.034396796,7.389431176,220.6809599,10.78320822,52,193,0,None,0,0,0,0,0,2025-09-07 08:00:00,2589,0,Preventive,149,342,0.730977392
5986,L53165,Lathe,GE,Factory_A,Low,300.7,310.7,27.55,1314,4.658288281,7.121375723,222.0086679,8.876471059,42.4,198,0,None,0,0,0,0,0,2025-09-07 09:00:00,2476,0,Preventive,157,333,1.990284905
5987,L53166,Conveyor,Bosch,Factory_C,Low,300.6,310.7,27.45,1440,5.312374853,7.906870497,218.0437761,11.06587913,52.5,200,0,None,0,0,0,0,0,2025-09-07 10:00:00,2528,0,Preventive,139,392,1.606674575
5988,L53167,CNC,Bosch,Factory_A,Low,300.7,310.8,27.55,1608,3.871220335,6.736329539,221.8710388,8.37057579,39.5,202,0,None,0,0,0,0,0,2025-09-07 11:00:00,2811,0,Preventive,134,216,1.466409638
5989,H35402,Lathe,Bosch,Factory_C,High,300.7,310.8,27.55,1296,6.314096583,7.798591727,218.6417958,11.30552642,58.2,204,0,None,0,0,0,0,0,2025-09-07 12:00:00,2818,0,Preventive,244,427,2.77447809
5990,L53169,Press,Siemens,Factory_B,Low,300.7,310.7,27.55,1507,5.027600151,7.43495977,218.6686836,9.35967981,46.1,209,0,None,0,0,0,0,0,2025-09-07 13:00:00,2614,0,Preventive,192,302,0.735535612
5991,M20850,CNC,ABB,Factory_A,Medium,300.7,310.7,27.55,1343,5.354200008,7.795967465,219.24691,9.196101899,51.6,211,0,None,0,0,0,0,0,2025-09-07 14:00:00,2511,0,Preventive,213,234,1.563474077
5992,L53171,Lathe,Bosch,Factory_B,Low,300.7,310.7,27.55,1416,4.155625206,6.914141578,224.1356054,7.898650391,40.4,214,0,None,0,0,0,0,0,2025-09-07 15:00:00,2861,0,Preventive,167,418,2.150489544
5993,L53172,Lathe,GE,Factory_A,Low,300.7,310.6,27.55,1288,4.866449111,7.252441784,216.696138,9.168787622,47.2,216,0,None,0,0,0,0,0,2025-09-07 16:00:00,2199,0,Preventive,141,493,2.893841773
5994,M20853,Conveyor,Bosch,Factory_C,Medium,300.7,310.6,27.55,1407,3.99924926,7.192611758,219.1162878,9.468978669,42.4,218,0,None,0,0,0,0,0,2025-09-07 17:00:00,2596,0,Preventive,257,332,2.938054378
5995,L53174,Press,Siemens,Factory_B,Low,300.6,310.4,27.45,1608,3.651142271,6.992008357,220.6793804,7.770615949,39.2,221,0,None,0,0,0,0,0,2025-09-07 18:00:00,2795,0,Preventive,123,476,0.5177301
5996,L53175,Press,GE,Factory_A,Low,300.6,310.3,27.45,1920,2.358034548,6.056301145,213.8208946,4.229078196,22.3,223,0,None,0,0,0,0,0,2025-09-07 19:00:00,2649,0,Preventive,152,321,0.764817834
5997,M20856,Lathe,GE,Factory_C,Medium,300.5,310.2,27.35,1386,4.046036111,7.285257096,214.8632967,10.25104189,48.2,225,0,None,0,0,0,0,0,2025-09-07 20:00:00,2506,0,Preventive,111,356,1.732349865
5998,M20857,Conveyor,GE,Factory_C,Medium,300.5,310.2,27.35,1571,3.856335697,6.746235178,217.9843883,6.987925901,34.6,228,0,None,0,0,0,0,0,2025-09-07 21:00:00,3058,0,Preventive,273,237,1.19109465
5999,M20858,Conveyor,Siemens,Factory_B,Medium,300.4,310.2,27.25,1613,3.971757318,6.931202366,225.6984122,7.802878652,36.9,231,0,None,0,0,0,0,0,2025-09-07 22:00:00,2562,0,Preventive,97,482,2.108426692
6000,M20859,CNC,Siemens,Factory_A,Medium,300.4,310.2,27.25,1671,2.579671672,6.903651873,212.0769376,6.295734335,30.5,234,1,Wear,1,0,0,0,0,2025-09-07 23:00:00,2693,2,Corrective,709,172,3.725509141
6001,H35414,Lathe,Siemens,Factory_B,High,300.4,310.2,27.25,1431,4.252853109,7.196340063,211.2987723,8.450227228,43.2,0,0,None,0,0,0,0,0,2025-09-08 00:00:00,350,0,Preventive,216,279,2.108791639
6002,M20861,Conveyor,Siemens,Factory_B,Medium,300.4,310.2,27.25,1380,5.247786635,7.468072605,221.0298794,9.826420966,47.3,5,0,None,0,0,0,0,0,2025-09-08 01:00:00,716,0,Preventive,170,463,0.927750174
6003,L53182,CNC,Siemens,Factory_A,Low,300.5,310.3,27.35,1683,2.7056215,6.70361811,215.5030797,6.313289462,31.5,8,0,None,0,0,0,0,0,2025-09-08 02:00:00,169,0,Preventive,163,356,2.093258622
6004,L53183,Conveyor,Bosch,Factory_A,Low,300.4,310.2,27.25,1529,3.234448498,6.760537239,220.9700833,6.496620913,36.2,10,0,None,0,0,0,0,0,2025-09-08 03:00:00,403,0,Preventive,182,474,2.578281145
6005,L53184,CNC,Siemens,Factory_B,Low,300.5,310.4,27.35,1761,2.490833786,6.23998373,216.1599772,6.050548767,26.5,12,0,None,0,0,0,0,0,2025-09-08 04:00:00,321,0,Preventive,79,363,0.613303058
6006,L53185,CNC,Siemens,Factory_C,Low,300.6,310.5,27.45,1570,4.088302919,6.850858286,221.3243099,7.438686683,38.3,14,0,None,0,0,0,0,0,2025-09-08 05:00:00,434,0,Preventive,158,405,2.383604605
6007,M20866,CNC,ABB,Factory_A,Medium,300.6,310.5,27.45,2156,1.630399594,6.260587451,217.451014,4.048874692,18,16,0,None,0,0,0,0,0,2025-09-08 06:00:00,257,0,Preventive,189,449,2.703688915
6008,M20867,CNC,GE,Factory_A,Medium,300.7,310.6,27.55,1349,5.953010988,8.014429328,211.6028471,10.98917374,54.5,19,0,None,0,0,0,0,0,2025-09-08 07:00:00,687,0,Preventive,289,461,1.16101482
6009,L53188,CNC,Bosch,Factory_A,Low,300.7,310.7,27.55,1431,4.540661851,6.911207074,221.852926,7.497920829,39.3,22,0,None,0,0,0,0,0,2025-09-08 08:00:00,542,0,Preventive,110,277,1.171303237
6010,L53189,CNC,Bosch,Factory_B,Low,300.6,310.6,27.45,1931,1.633839335,6.339751499,223.302067,4.639556099,22,24,0,None,0,0,0,0,0,2025-09-08 09:00:00,844,0,Preventive,84,449,2.276872437
6011,H35424,CNC,Siemens,Factory_B,High,300.7,310.7,27.55,1428,3.763256393,7.20471686,222.3602136,8.626148183,43.4,26,0,None,0,0,0,0,0,2025-09-08 10:00:00,293,0,Preventive,205,403,1.279340078
6012,L53191,Press,Bosch,Factory_C,Low,300.8,310.8,27.65,1564,3.204317235,6.73506793,223.9508239,6.897946411,36.2,31,0,None,0,0,0,0,0,2025-09-08 11:00:00,772,0,Preventive,131,227,1.027468808
6013,H35426,Conveyor,ABB,Factory_B,High,300.8,310.9,27.65,1425,3.848184754,7.190867123,214.9508393,9.099933032,44,33,0,None,0,0,0,0,0,2025-09-08 12:00:00,702,0,Preventive,93,368,1.106951856
6014,L53193,Lathe,ABB,Factory_A,Low,300.7,310.8,27.55,1597,3.083153267,6.671871815,223.1757732,6.027851258,30.5,38,0,None,0,0,0,0,0,2025-09-08 13:00:00,1045,0,Preventive,295,211,1.547769745
6015,H35428,Lathe,Bosch,Factory_A,High,300.8,310.8,27.65,1618,3.881121592,6.44179426,227.2788122,6.440764714,32.8,40,0,None,0,0,0,0,0,2025-09-08 14:00:00,950,0,Preventive,107,461,1.394919409
6016,M20875,CNC,GE,Factory_A,Medium,300.8,310.8,27.65,1520,3.845700103,6.641237058,225.8978818,7.453299503,38,45,0,None,0,0,0,0,0,2025-09-08 15:00:00,1126,0,Preventive,265,416,1.760620292
6017,L53196,Lathe,Bosch,Factory_A,Low,300.7,310.7,27.55,1425,5.205195045,7.366632378,222.2553529,9.749933098,45.3,48,0,None,0,0,0,0,0,2025-09-08 16:00:00,863,0,Preventive,60,417,2.456181933
6018,L53197,Lathe,Siemens,Factory_B,Low,300.8,310.9,27.65,1398,2.682144073,7.177010526,217.1271565,8.12868171,38.2,50,0,None,0,0,0,0,0,2025-09-08 17:00:00,654,0,Preventive,277,261,2.570677939
6019,M20878,Lathe,Bosch,Factory_B,Medium,300.8,310.9,27.65,1557,2.820529312,6.51171024,219.4259584,6.302572452,31.6,52,0,None,0,0,0,0,0,2025-09-08 18:00:00,1271,0,Preventive,94,361,2.678851492
6020,L53199,Press,Bosch,Factory_A,Low,300.7,310.8,27.55,1519,4.573702874,7.512903909,217.7525836,9.275584789,43.9,55,0,None,0,0,0,0,0,2025-09-08 19:00:00,1202,0,Preventive,108,481,0.988932431
6021,L53200,Lathe,ABB,Factory_A,Low,300.7,310.8,27.55,1619,3.578499109,7.035561161,222.2986416,7.266064235,34.9,57,0,None,0,0,0,0,0,2025-09-08 20:00:00,832,0,Preventive,265,393,2.831584812
6022,L53201,Press,ABB,Factory_B,Low,300.7,310.8,27.55,1814,2.356258594,5.895275788,222.4757448,4.815836514,21.4,59,0,None,0,0,0,0,0,2025-09-08 21:00:00,1220,0,Preventive,258,350,0.352786324
6023,L53202,Press,ABB,Factory_A,Low,300.7,310.9,27.55,1521,3.955584301,6.56058532,223.562859,8.507908151,39.4,61,0,None,0,0,0,0,0,2025-09-08 22:00:00,982,0,Preventive,254,239,2.871105496
6024,M20883,Press,Siemens,Factory_A,Medium,300.7,310.9,27.55,1369,5.32250386,7.873901261,217.6238978,9.637026018,51.2,63,0,None,0,0,0,0,0,2025-09-08 23:00:00,829,0,Preventive,229,348,0.716356275
6025,L53204,CNC,Siemens,Factory_C,Low,300.7,310.9,27.55,1356,5.916843476,8.274903376,215.0862922,13.69948738,65.3,66,1,Power,0,0,1,0,0,2025-09-09 00:00:00,974,2,Corrective,641,180,5.737741311
6026,L53205,CNC,ABB,Factory_A,Low,300.7,311,27.55,1336,4.661054345,7.88072218,224.1572747,11.21790704,53.3,68,0,None,0,0,0,0,0,2025-09-09 01:00:00,962,0,Preventive,90,399,0.883231115
6027,L53206,Lathe,Bosch,Factory_C,Low,300.7,311,27.55,1403,4.924265343,7.07796373,217.5402373,9.444508791,48.3,70,0,None,0,0,0,0,0,2025-09-09 02:00:00,1288,0,Preventive,129,425,2.840864053
6028,M20887,Lathe,Siemens,Factory_C,Medium,300.7,311,27.55,1413,4.562904583,7.202083891,218.3139951,9.289446825,44.3,72,0,None,0,0,0,0,0,2025-09-09 03:00:00,1384,0,Preventive,127,203,0.797959658
6029,L53208,CNC,GE,Factory_C,Low,300.6,310.9,27.45,1472,4.357921338,7.751825557,218.8767583,9.749240564,47.6,75,0,None,0,0,0,0,0,2025-09-09 04:00:00,828,0,Preventive,157,271,2.11583933
6030,M20889,Conveyor,Bosch,Factory_A,Medium,300.7,310.8,27.55,1452,4.738360739,7.454711118,218.0795766,9.274228441,47.9,77,0,None,0,0,0,0,0,2025-09-09 05:00:00,1271,0,Preventive,124,473,1.310306326
6031,L53210,Press,ABB,Factory_A,Low,300.6,310.7,27.45,1397,5.228862381,7.72803005,224.6448716,10.67789001,53.7,80,0,None,0,0,0,0,0,2025-09-09 06:00:00,1403,0,Preventive,80,393,0.379012937
6032,L53211,Lathe,Bosch,Factory_C,Low,300.6,310.7,27.45,1455,4.064855236,6.839306732,224.5994123,7.628237052,40.6,82,0,None,0,0,0,0,0,2025-09-09 07:00:00,1423,0,Preventive,186,498,2.170057373
6033,L53212,CNC,GE,Factory_A,Low,300.7,310.8,27.55,1754,2.393125574,6.38120831,227.0114239,5.350633946,27.7,84,0,None,0,0,0,0,0,2025-09-09 08:00:00,1182,0,Preventive,173,455,0.825506606
6034,L53213,Lathe,Siemens,Factory_A,Low,300.6,310.9,27.45,1471,3.785263462,6.981346573,217.3906621,8.139525,37.9,86,0,None,0,0,0,0,0,2025-09-09 09:00:00,1183,0,Preventive,251,228,2.310462867
6035,M20894,CNC,GE,Factory_A,Medium,300.6,310.8,27.45,1389,3.957294939,7.760373575,220.6669349,9.68182399,48.1,88,0,None,0,0,0,0,0,2025-09-09 10:00:00,1445,0,Preventive,248,409,2.889786589
6036,M20895,Conveyor,ABB,Factory_A,Medium,300.6,310.9,27.45,1702,3.534270389,6.363297699,228.8041293,5.738220958,30.3,91,0,None,0,0,0,0,0,2025-09-09 11:00:00,1610,0,Preventive,282,233,2.398003793
6037,M20896,Press,Siemens,Factory_C,Medium,300.6,311,27.45,1401,5.410240398,7.945977053,224.300107,10.63351157,54.6,94,0,None,0,0,0,0,0,2025-09-09 12:00:00,1682,0,Preventive,190,305,1.626326561
6038,L53217,Lathe,GE,Factory_A,Low,300.7,311.1,27.55,1426,4.352817229,7.362072206,227.0015641,9.699527055,46.2,97,0,None,0,0,0,0,0,2025-09-09 13:00:00,986,0,Preventive,71,416,0.518741661
